name,ab,url,strat,org,sector,type,region,country,city,submitted, 
Affordable Abodes,Provide biotechnology to convert renewable bio-based materials into building components,afford-able.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Affodable Abodes,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Asia & Oz,Malaysia,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Green boulevard,Introduce starch-based bags (single use and reusable) to replace plastic bags,greenboulevard.com.sg,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Green boulevard,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Electric car sharing,Pay-per-minute electric car sharing,bluesg.com.sg,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Blue SG,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Mycotech renewable building material,Using mycelium as binding agent in building. Mycelium is what produces mushrooms.,www.mycote.ch,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Mycotech,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Startup,Asia & Oz,Indonesia,Bandung,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Ash recycling,Ash concentrator to produce non-ferrous concentrate and mineral aggregate,inashco.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Inashco,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Europe,Netherlands,Rotterdam,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Renew (Recycling nation's electronic waste),Collection of e-waste in Singapore for recycling,starhub.com / RENEW,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Starhub,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Multinational Corporate,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Food waste recycling,Collecting food waste from hawker centres and recycling it into compost or grey water,NEA.gov.sg / waste,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …","National Environmental Agency (NEA), Biox max Green, Eco-wiz",FOOD & BEVERAGES including agriculture and restaurants,Government,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Bring your own Singapore,Encourage customers to bring their own containers/plastic bags,byosingapore.com,OTHER,zerowaste.sg,FOOD & BEVERAGES including agriculture and restaurants,Non-profit,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Industrial Symbiosis Platform,Online platform to match companies that produce waste and those that use it as a resource. Entire industry can be optimized to reduce waste and carbon emissions. ,byosingapore.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Singapore Institute of Manufacturing Technology,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Waste is not waste,Online waste exchange for businesses and organisations,byosingapore.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",zerowaste sg,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Non-profit,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Pinatex,"Piñatex® is an innovative natural textile made from pineapple leaf ﬁbre. / Producing ""leather"" from pineapple leave waste.",https://www.ananas-anam.com/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Ananas Anam Ltd.,FASHION and other textiles,- SME,Asia & Oz,Philippines,London,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Indosole / Essntls,Repurpose indestructible tires into the soles of some of the most durable footwear around.,https://indosole.com/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Indosole,FASHION and other textiles,- SME,Asia & Oz,Indonesia,"Bali, San Francisco",CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
#ReduceYourWasteline,Beerbottle collection and reuse (Tiger and Heinecken),https://www.apbsingapore.com.sg/reduceyourwasteline/,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Asia Pacific Breweries Singapore Pte. Ltd. (APB Singapore),FOOD & BEVERAGES including agriculture and restaurants,- Multinational Corporate,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
ecoDigester,Digesting Food Waste in Hawker Centres to produce fertilizer,http://www.straitstimes.com/singapore/environment/two-more-hawker-centres-to-get-waste-digesters / http://www.eco-wiz.com/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Eco-Wiz and National Environment Agency (NEA),FOOD & BEVERAGES including agriculture and restaurants,Government,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Sustainability Circle,"The Sustainability Circle is an initiative by Sustainable Living Lab (SL2) to practice sustainable innovation frameworks (eg. Circular Design, Biomimicry, Systems Thinking etc) to build real solutions for a better world. / 8 week long  learning collaborative",https://www.facebook.com/events/185367432054266/ / https://www.techinasia.com/companies/sustainable-living-lab-sl2,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Sustainable Living Lab,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Closed Loop Ocean,"Funding waste infrastructure solutions in Southeast Asia, with a focus on investments to improve collection, sorting and recycling markets, particularly across the plastic value chain.  And as research indicates that the majority of plastic debris originates from five fast growing economies in Asia—Indonesia, the Philippines, Vietnam, Thailand and China—the initiative will focus initially on galvanizing investment in waste management and recycling solutions in Southeast Asia.",http://www.closedlooppartners.com/ocean/,OTHER,Closed Loop Partners,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Other,Asia & Oz,China,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Keep Asia Beautiful (Circular Economy Asia),"Developing the Circular Economy throughout the Asia Pacific region, through the three core principles of - waste as a resource - circular business models - circular desing principles. => Labelling Standard for CE => Waste Management/Recycling",http://www.keepasiabeautiful.org/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Circular Economy Asia,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Non-profit,Asia & Oz,Malaysia,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Zero Waste Food Processing,Upcycling by-products => zero waste i.e. research in converting food waste to high value food ingredients using microbial engineering,http://research.ntu.edu.sg/expertise/academicprofile/pages/StaffProfile.aspx?ST_EMAILID=WNCHEN,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",NTU Nanyang Technological University ,FOOD & BEVERAGES including agriculture and restaurants,Education,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Advanced Remanufacturing and Technology Centre (ARTC),"Digitial platform for waste to resouce matching: new public-private partnership, to rapidly transform best-in-class capabilities and innovations into high value added customer solutions for manufacturing & remanufacturing applications / develop advanced technology for the rejuvenation of high value components ",https://www.a-star.edu.sg/artc,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …","A*Star Agency for Science, Technology and Research, Singapore Institute for Manufacturing Technology,  NTU Nanyang Technological University","MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",Education,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Lendor,"The Lendor App is a peer to peer sharing mobile app for Library of Things, where we encourage the circular economy and sustainable living. Created for item owners who are willing to open up their Library of Things to those who need it at a small fraction of its cost while giving consumers a conscious choice before making any purchase. ",https://www.lendor.co/,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Lendor,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Rent Tycoons,Portal dedicated to promote peer-to-peer renting in Singapore,http://www.renttycoons.com/,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Rent Tycoons,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Free Good,Gift exchange,http://www.renttycoons.com/,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Free Good,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Biomax,Breakthrough technology that converts organic wastes into 100% premium grade organic fertilizer at high temperature within 24 hours. ,http://biomaxgreen.com/,OTHER,Biomax,FOOD & BEVERAGES including agriculture and restaurants,- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
 Integrated Rice Complex Project,Myanmar's first biomass gasification power plant in its capital city Nay Pyi Taw/ Large scale biomass to energy plant (power generation from the rice husk),https://consult-myanmar.com/2017/04/03/myanmar-opens-first-biomass-power-plant/,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Myanmar Agribusiness Public Corp,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- National Corporate,Asia & Oz,Myanmar/Burma,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
BlueSG,"BlueSG is the first electric carsharing service launched in Singapore. Members will have access to a network of shared electric vehicles 24 hours a day, 7 days a week, at self-service locations throughout the island.",https://www.bluesg.com.sg/,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Bolloré Group,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Multinational Corporate,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
